Chip Run Info,C:\Users\eva\Documents\Fluidigm\Result\DB\Amol\Amol progenitor 96.96 index sort\141023EES Amol index plate1\ChipRun.bml,1361995086,96.96 (136x),GE 96x96 Fast PCR+Melt v2,ROX,EvaGreen,2014-10-23 14:23:53,00:31:00,BIOMARKHD151
Application Version,4.1.2
Application Build,20140110.1735
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,User
S04-A05, P1 A4,Unknown,1,Myc,Test,10.5873972454744,1,Pass,0.0203271675735251,83.5311192073575,999,1,
S04-A06, P1 A4,Unknown,1,vwf,Test,15.8793126039937,0,Pass,0.0203271675735251,86.1649429972292,78.5549716182023,0.75230080145346,
S04-A07, P1 A4,Unknown,1,Cdt1,Test,15.0391538867065,1,Pass,0.0203271675735251,81.1130623904364,999,1,
S04-A08, P1 A4,Unknown,1,Ikzf1,Test,12.4236146270959,1,Pass,0.0203271675735251,82.6200302014878,999,1,
S04-A09, P1 A4,Unknown,1,Mitf,Test,999,0,Fail,0.0203271675735251,999,999,0,
S04-A10, P1 A4,Unknown,1,Rbl1,Test,12.4830474317636,1,Pass,0.0203271675735251,80.0161629383421,999,1,
S04-A11, P1 A4,Unknown,1,Trib2,Test,12.7691789110053,1,Pass,0.0203271675735251,80.758383439696,999,1,
S04-A12, P1 A4,Unknown,1,Fli1,Test,16.9157555100262,1,Pass,0.0203271675735251,85.5465568018079,999,1,
S04-A13, P1 A4,Unknown,1,Ccnd1,Test,999,0,Fail,0.0203271675735251,999,999,0,
S04-A14, P1 A4,Unknown,1,Cebpa,Test,22.0962859810722,1,Pass,0.0203271675735251,78.6303913699542,999,1,
S04-A15, P1 A4,Unknown,1,Flt3,Test,999,0,Fail,0.0203271675735251,999,999,0,
S04-A16, P1 A4,Unknown,1,Il7r,Test,21.5346232889161,0,Fail,0.0203271675735251,999,71.3935269185291,0,
S04-A17, P1 A4,Unknown,1,Nfil3,Test,15.6630719656764,0,Fail,0.0203271675735251,999,74.7812980703278,0,
S04-A18, P1 A4,Unknown,1,Cbfa2t3,Test,13.7792400787756,1,Pass,0.0203271675735251,87.0845846123588,999,1,
S04-A19, P1 A4,Unknown,1,Cebpe,Test,999,0,Fail,0.0203271675735251,999,999,0,
S04-A20, P1 A4,Unknown,1,IKZF2,Test,28.4341020474992,0,Fail,0.0203271675735251,999,999,0,
S04-A21, P1 A4,Unknown,1,Mllt3,Test,13.6502454076756,1,Pass,0.0203271675735251,82.796655745617,999,1,
S04-A22, P1 A4,Unknown,1,Rbl2,Test,14.7015586976895,1,Pass,0.0203271675735251,81.3329990453825,999,1,
S04-A23, P1 A4,Unknown,1,trib3,Test,999,0,Fail,0.0203271675735251,999,999,0,
S04-A24, P1 A4,Unknown,1,Gfi1,Test,999,0,Fail,0.0203271675735251,999,999,0,
S04-A25, P1 A4,Unknown,1,Ccnd2,Test,12.6404911312035,1,Pass,0.0203271675735251,85.1043223820625,999,1,
S04-A26, P1 A4,Unknown,1,Csf2rb,Test,17.6040152228301,0,Fail,0.0203271675735251,999,77.6853370200376,0,
S04-A27, P1 A4,Unknown,1,Fos,Test,999,0,Fail,0.0203271675735251,999,999,0,
S04-A28, P1 A4,Unknown,1,Jun,Test,15.7351851225883,0,Fail,0.0203271675735251,999,999,0,
S04-A29, P1 A4,Unknown,1,Rb1,Test,12.7692396134467,1,Pass,0.0203271675735251,81.1375480894051,999,1,
S04-A30, P1 A4,Unknown,1,cbx6,Test,15.9616932222297,1,Pass,0.0203271675735251,83.9944426314025,999,1,
S04-A31, P1 A4,Unknown,1,Csf1r,Test,999,0,Fail,0.0203271675735251,999,999,0,
S04-A32, P1 A4,Unknown,1,Itga2b,Test,20.5303179340398,0,Fail,0.0203271675735251,999,79.2412741292482,0,
S04-A33, P1 A4,Unknown,1,ndn,Test,20.3494319229631,1,Pass,0.0203271675735251,86.8943686462271,999,1,
S04-A34, P1 A4,Unknown,1,Runx1,Test,13.6665788027995,0,Pass,0.0203271675735251,84.6323478894169,74.8348571366442,0.787054344142753,
S04-A35, P1 A4,Unknown,1,zbtb20,Test,22.1808178025823,0,Fail,0.0203271675735251,999,76.964773188786,0,
S04-A36, P1 A4,Unknown,1,Hhex ,Test,13.52634771885,1,Pass,0.0203271675735251,83.6514143743569,999,1,
S04-A37, P1 A4,Unknown,1,Ccnd3,Test,14.9470430886472,1,Pass,0.0203271675735251,84.9859124222097,999,1,
S04-A38, P1 A4,Unknown,1,Dnmt3a,Test,14.4799819808691,1,Pass,0.0203271675735251,82.0855792933325,999,1,
S04-A39, P1 A4,Unknown,1,Gapdh,Test,9.56867977208496,1,Pass,0.0203271675735251,83.9644471875742,999,1,
S04-A40, P1 A4,Unknown,1,Kit,Test,11.6595733167784,1,Pass,0.0203271675735251,80.7365795547722,999,1,
S04-A41, P1 A4,Unknown,1,Sfpi,Test,19.9138148827092,0,Fail,0.0203271675735251,999,75.8942312046152,0,
S04-A42, P1 A4,Unknown,1,Cbx7,Test,999,0,Fail,0.0203271675735251,999,999,0,
S04-A43, P1 A4,Unknown,1,Epor,Test,12.6060364155786,1,Pass,0.0203271675735251,83.05512616534,999,1,
S04-A44, P1 A4,Unknown,1,Ldb1,Test,11.3406383998518,1,Pass,0.0203271675735251,83.2588238194792,999,1,
S04-A45, P1 A4,Unknown,1,Nfat5,Test,16.1219511051939,1,Pass,0.0203271675735251,81.8359670905052,999,1,
S04-A46, P1 A4,Unknown,1,Tcf15,Test,999,0,Fail,0.0203271675735251,999,999,0,
S04-A47, P1 A4,Unknown,1,Zfp37,Test,23.7227469212204,0,Fail,0.0203271675735251,999,76.5028504819268,0,
S04-A48, P1 A4,Unknown,1,Klf1,Test,12.5665784806787,1,Pass,0.0203271675735251,84.937475954429,999,1,
S04-A54, P1 A4,Unknown,1,Ccne1,Test,14.3219759282932,1,Pass,0.0203271675735251,83.3174714863152,999,1,
S04-A53, P1 A4,Unknown,1,Slamf1,Test,21.194232182706,0,Fail,0.0203271675735251,999,76.3785576723444,0,
S04-A52, P1 A4,Unknown,1,Lmo2,Test,10.6918114496986,1,Pass,0.0203271675735251,81.757835146347,999,1,
S04-A51, P1 A4,Unknown,1,Gata1,Test,12.0916086258303,1,Pass,0.0203271675735251,82.3403276770507,999,1,
S04-A50, P1 A4,Unknown,1,Dntt,Test,999,0,Fail,0.0203271675735251,999,999,0,
S04-A49, P1 A4,Unknown,1,Cd34,Test,999,0,Fail,0.0203271675735251,999,999,0,
S04-A60, P1 A4,Unknown,1,Nfe2,Test,15.6246168447897,1,Pass,0.0203271675735251,84.2334416699857,999,1,
S04-A59, P1 A4,Unknown,1,Zfp612,Test,999,0,Fail,0.0203271675735251,999,999,0,
S04-A58, P1 A4,Unknown,1,Tcf3,Test,11.9466411259502,1,Pass,0.0203271675735251,85.2397617722131,999,1,
S04-A57, P1 A4,Unknown,1,Nkx2-3,Test,999,0,Fail,0.0203271675735251,999,999,0,
S04-A56, P1 A4,Unknown,1,Ly6a,Test,21.0560968867622,0,Fail,0.0203271675735251,999,76.0315326403406,0,
S04-A55, P1 A4,Unknown,1,Etv6,Test,13.4590042909106,1,Pass,0.0203271675735251,81.199881143284,999,1,
S04-A66, P1 A4,Unknown,1,CDK2,Test,13.2732286496099,1,Pass,0.0203271675735251,82.852282559613,999,1,
S04-A65, P1 A4,Unknown,1,Tal1,Test,13.4862407670373,1,Pass,0.0203271675735251,84.8390227075724,999,1,
S04-A64, P1 A4,Unknown,1,Meis1,Test,999,0,Fail,0.0203271675735251,999,999,0,
S04-A63, P1 A4,Unknown,1,Gata2,Test,13.1505526819464,1,Pass,0.0203271675735251,84.8688638868575,999,1,
S04-A62, P1 A4,Unknown,1,Ebf1,Test,21.3463593045695,0,Fail,0.0203271675735251,999,77.7588066110175,0,
S04-A61, P1 A4,Unknown,1,Cd48,Test,18.6228482318238,1,Pass,0.0203271675735251,81.1532714140883,999,1,
S04-A72, P1 A4,Unknown,1,Pbx1,Test,19.1730290308314,1,Fail,0.0203271675735251,81.5652349452187,999,1,
S04-A71, P1 A4,Unknown,1,Zfpm1,Test,11.2905909981704,1,Pass,0.0203271675735251,84.1095862616754,999,1,
S04-A70, P1 A4,Unknown,1,Tcf7,Test,999,0,Fail,0.0203271675735251,999,999,0,
S04-A69, P1 A4,Unknown,1,Notch1,Test,18.0511133447787,0,Fail,0.0203271675735251,999,75.6068401164962,0,
S04-A68, P1 A4,Unknown,1,Lyl1,Test,14.9044565380377,1,Pass,0.0203271675735251,87.3697487532878,999,1,
S04-A67, P1 A4,Unknown,1,Ezh1,Test,14.6071430506679,1,Pass,0.0203271675735251,80.0673837195532,999,1,
S04-A78, P1 A4,Unknown,1,CDK4,Test,10.4317268044391,1,Pass,0.0203271675735251,82.7877016172335,999,1,
S04-A77, P1 A4,Unknown,1,Tcfe2a,Test,11.6372308898871,1,Pass,0.0203271675735251,84.0977622368707,999,1,
S04-A76, P1 A4,Unknown,1,Mpl,Test,18.0280120522659,0,Fail,0.0203271675735251,999,78.0712529814755,0,
S04-A75, P1 A4,Unknown,1,Gfi1b,Test,13.4228615326612,1,Pass,0.0203271675735251,83.4360644296246,999,1,
S04-A74, P1 A4,Unknown,1,Egr1,Test,12.2799848254038,1,Pass,0.0203271675735251,82.0892914734956,999,1,
S04-A73, P1 A4,Unknown,1,Cdkn1a,Test,999,0,Fail,0.0203271675735251,999,999,0,
S04-A84, P1 A4,Unknown,1,pbx3,Test,16.6026450444596,1,Pass,0.0203271675735251,84.7673633283557,999,1,
S04-A83, P1 A4,Unknown,1,Cebpb,Test,20.3274165532713,1,Pass,0.0203271675735251,87.8939726281628,999,1,
S04-A82, P1 A4,Unknown,1,TEK,Test,999,0,Fail,0.0203271675735251,999,999,0,
S04-A81, P1 A4,Unknown,1,Prdm5,Test,999,0,Fail,0.0203271675735251,999,999,0,
S04-A80, P1 A4,Unknown,1,Mdm2,Test,14.8139226558768,1,Pass,0.0203271675735251,79.7076659046731,999,1,
S04-A79, P1 A4,Unknown,1,GMNN,Test,11.3316010509187,1,Pass,0.0203271675735251,80.1951367032776,999,1,
S04-A90, P1 A4,Unknown,1,CDK6,Test,11.2570213774599,1,Pass,0.0203271675735251,80.6762941018622,999,1,
S04-A89, P1 A4,Unknown,1,Trp53,Test,11.82126844694,1,Pass,0.0203271675735251,83.3014483965322,999,1,
S04-A88, P1 A4,Unknown,1,Myb,Test,9.9891620774981,1,Pass,0.0203271675735251,82.0699760080669,999,1,
S04-A87, P1 A4,Unknown,1,Hlf,Test,999,0,Fail,0.0203271675735251,999,999,0,
S04-A86, P1 A4,Unknown,1,Ezh2,Test,11.567379267856,1,Pass,0.0203271675735251,76.9228143601429,999,1,
S04-A85, P1 A4,Unknown,1,Cdkn1b,Test,15.6811904419447,1,Pass,0.0203271675735251,82.6135670819782,999,1,
S04-A96, P1 A4,Unknown,1,Runx1t1,Test,999,0,Fail,0.0203271675735251,999,999,0,
S04-A95, P1 A4,Unknown,1,Erg,Test,21.2716363672636,0,Fail,0.0203271675735251,999,78.584335741058,0,
S04-A94, P1 A4,Unknown,1,Tgm2,Test,17.6030143977468,1,Pass,0.0203271675735251,83.1737208139568,999,1,
S04-A93, P1 A4,Unknown,1,Prmt2,Test,999,0,Fail,0.0203271675735251,999,999,0,
S04-A92, P1 A4,Unknown,1,mettl7a1,Test,14.9500996533641,1,Pass,0.0203271675735251,84.3519733480641,999,1,
S04-A91, P1 A4,Unknown,1,Hk3,Test,999,0,Fail,0.0203271675735251,999,999,0,
S93-A01, P1 H9,Unknown,1,Actb,Test,9.91583561613961,1,Pass,0.0203271675735251,83.3577908343971,999,1,
S93-A02, P1 H9,Unknown,1,Cdkn2d,Test,18.7242254910545,1,Pass,0.0203271675735251,84.051723766679,999,1,
S93-A03, P1 H9,Unknown,1,Fgd5,Test,20.8053863605528,0,Fail,0.0203271675735251,999,81.8310856909261,0,
S93-A04, P1 H9,Unknown,1,Hoxb5,Test,22.4284780506766,0,Fail,0.0203271675735251,999,82.7341953193566,0,
S93-A05, P1 H9,Unknown,1,Myc,Test,13.5588708688543,1,Pass,0.0203271675735251,83.3399064200604,999,1,
S93-A06, P1 H9,Unknown,1,vwf,Test,18.3497636208338,0,Pass,0.0203271675735251,85.0658608885422,79.0292159424666,0.37774866517354,
S93-A07, P1 H9,Unknown,1,Cdt1,Test,13.5447943603,1,Pass,0.0203271675735251,81.1369923311397,999,1,
S93-A08, P1 H9,Unknown,1,Ikzf1,Test,14.8415119156805,1,Pass,0.0203271675735251,82.5904952924915,999,1,
S93-A09, P1 H9,Unknown,1,Mitf,Test,23.5082331948523,0.867763350005304,Pass,0.0203271675735251,80.3220906936612,999,1,
S93-A10, P1 H9,Unknown,1,Rbl1,Test,14.7004195200801,1,Pass,0.0203271675735251,80.0164386423262,999,1,
S93-A11, P1 H9,Unknown,1,Trib2,Test,999,0,Fail,0.0203271675735251,999,999,0,
S93-A12, P1 H9,Unknown,1,Fli1,Test,13.8201747472889,1,Pass,0.0203271675735251,85.560467275293,999,1,
S93-A13, P1 H9,Unknown,1,Ccnd1,Test,21.5244219758932,0,Fail,0.0203271675735251,999,77.8522382860148,0,
S93-A14, P1 H9,Unknown,1,Cebpa,Test,12.4304257615841,1,Pass,0.0203271675735251,78.8276051338569,999,1,
S93-A15, P1 H9,Unknown,1,Flt3,Test,999,0,Fail,0.0203271675735251,999,999,0,
S93-A16, P1 H9,Unknown,1,Il7r,Test,18.3949844026542,0,Fail,0.0203271675735251,999,79.8891112981295,0,
S93-A17, P1 H9,Unknown,1,Nfil3,Test,16.9381405909598,1,Pass,0.0203271675735251,84.2583177825668,999,1,
S93-A18, P1 H9,Unknown,1,Cbfa2t3,Test,16.1563578427669,1,Pass,0.0203271675735251,87.1266938590332,999,1,
S93-A19, P1 H9,Unknown,1,Cebpe,Test,17.8118060568897,0,Pass,0.0203271675735251,999,81.1828239101637,0,
S93-A20, P1 H9,Unknown,1,IKZF2,Test,999,0,Fail,0.0203271675735251,999,999,0,
S93-A21, P1 H9,Unknown,1,Mllt3,Test,18.2185275572777,1,Pass,0.0203271675735251,82.7053481614957,999,1,
S93-A22, P1 H9,Unknown,1,Rbl2,Test,15.8048916209401,1,Pass,0.0203271675735251,81.1794845728709,999,1,
S93-A23, P1 H9,Unknown,1,trib3,Test,999,0,Fail,0.0203271675735251,999,999,0,
S93-A24, P1 H9,Unknown,1,Gfi1,Test,13.0128388428894,1,Pass,0.0203271675735251,85.1683314641285,999,1,
S93-A25, P1 H9,Unknown,1,Ccnd2,Test,14.8020636558455,1,Pass,0.0203271675735251,85.072076019352,999,1,
S93-A26, P1 H9,Unknown,1,Csf2rb,Test,14.9542866000244,1,Pass,0.0203271675735251,81.0453547285338,999,1,
S93-A27, P1 H9,Unknown,1,Fos,Test,999,0,Fail,0.0203271675735251,999,999,0,
S93-A28, P1 H9,Unknown,1,Jun,Test,16.4432972402021,0,Fail,0.0203271675735251,999,999,0,
S93-A29, P1 H9,Unknown,1,Rb1,Test,14.7223878560352,1,Pass,0.0203271675735251,81.1000209688433,999,1,
S93-A30, P1 H9,Unknown,1,cbx6,Test,17.0364116455906,1,Pass,0.0203271675735251,83.8126383235616,999,1,
S93-A31, P1 H9,Unknown,1,Csf1r,Test,18.6184760131047,1,Pass,0.0203271675735251,83.0722553991304,999,1,
S93-A32, P1 H9,Unknown,1,Itga2b,Test,16.3030211469171,0,Fail,0.0203271675735251,999,79.6374320933493,0,
S93-A33, P1 H9,Unknown,1,ndn,Test,17.9339870090988,1,Pass,0.0203271675735251,86.6413116883899,999,1,
S93-A34, P1 H9,Unknown,1,Runx1,Test,15.0048098661886,0,Pass,0.0203271675735251,84.4387275543627,75.1144441151591,0.651689853743142,
S93-A35, P1 H9,Unknown,1,zbtb20,Test,19.4500638435939,1,Pass,0.0203271675735251,81.2434340056167,999,1,
S93-A36, P1 H9,Unknown,1,Hhex ,Test,15.5322283050011,1,Pass,0.0203271675735251,83.4283545182637,999,1,
S93-A37, P1 H9,Unknown,1,Ccnd3,Test,14.1565759703421,0,Fail,0.0203271675735251,84.9487404418861,78.5029457461423,0.794140427216854,
S93-A38, P1 H9,Unknown,1,Dnmt3a,Test,16.0017680610926,1,Pass,0.0203271675735251,81.9577382985006,999,1,
S93-A39, P1 H9,Unknown,1,Gapdh,Test,10.147669081979,1,Pass,0.0203271675735251,83.6573617048041,999,1,
S93-A40, P1 H9,Unknown,1,Kit,Test,13.780528320503,1,Pass,0.0203271675735251,80.6553573653912,999,1,
S93-A41, P1 H9,Unknown,1,Sfpi,Test,12.8515684582842,1,Pass,0.0203271675735251,82.8586265286095,999,1,
S93-A42, P1 H9,Unknown,1,Cbx7,Test,999,0,Fail,0.0203271675735251,999,999,0,
S93-A43, P1 H9,Unknown,1,Epor,Test,999,0,Fail,0.0203271675735251,999,999,0,
S93-A44, P1 H9,Unknown,1,Ldb1,Test,14.2865547488711,1,Pass,0.0203271675735251,83.2181071517112,999,1,
S93-A45, P1 H9,Unknown,1,Nfat5,Test,15.5652902515482,1,Pass,0.0203271675735251,81.7952460756107,999,1,
S93-A46, P1 H9,Unknown,1,Tcf15,Test,999,0,Fail,0.0203271675735251,999,999,0,
S93-A47, P1 H9,Unknown,1,Zfp37,Test,999,0,Fail,0.0203271675735251,999,999,0,
S93-A48, P1 H9,Unknown,1,Klf1,Test,19.0742901208515,0,Fail,0.0203271675735251,999,80.7945597095482,0,
S93-A54, P1 H9,Unknown,1,Ccne1,Test,17.5862864669226,0,Pass,0.0203271675735251,83.1758929795448,74.6237112817227,0.580214930901972,
S93-A53, P1 H9,Unknown,1,Slamf1,Test,20.5315667581815,0,Fail,0.0203271675735251,999,82.7362934017742,0,
S93-A52, P1 H9,Unknown,1,Lmo2,Test,12.5872169453638,1,Pass,0.0203271675735251,81.6089485498768,999,1,
S93-A51, P1 H9,Unknown,1,Gata1,Test,24.9333410574159,1,Pass,0.0203271675735251,81.5934558100495,999,1,
S93-A50, P1 H9,Unknown,1,Dntt,Test,24.2402013344212,1,Pass,0.0203271675735251,80.3667345301478,999,1,
S93-A49, P1 H9,Unknown,1,Cd34,Test,14.8245793682,1,Pass,0.0203271675735251,80.5802161298467,999,1,
S93-A60, P1 H9,Unknown,1,Nfe2,Test,17.1474503974438,1,Pass,0.0203271675735251,83.7759235848775,999,1,
S93-A59, P1 H9,Unknown,1,Zfp612,Test,21.1504201427946,0,Fail,0.0203271675735251,999,76.8436582646972,0,
S93-A58, P1 H9,Unknown,1,Tcf3,Test,13.3639099705791,1,Pass,0.0203271675735251,85.1837874777322,999,1,
S93-A57, P1 H9,Unknown,1,Nkx2-3,Test,20.5968728501159,0,Fail,0.0203271675735251,999,81.314768768006,0,
S93-A56, P1 H9,Unknown,1,Ly6a,Test,21.4865148200099,0,Fail,0.0203271675735251,999,999,0,
S93-A55, P1 H9,Unknown,1,Etv6,Test,14.2691619516337,1,Pass,0.0203271675735251,81.0876677876106,999,1,
S93-A66, P1 H9,Unknown,1,CDK2,Test,15.1435831124462,1,Pass,0.0203271675735251,82.7942178064462,999,1,
S93-A65, P1 H9,Unknown,1,Tal1,Test,17.7660388378087,1,Pass,0.0203271675735251,84.5750792450789,999,1,
S93-A64, P1 H9,Unknown,1,Meis1,Test,18.7698163587281,0,Fail,0.0203271675735251,999,80.4262665203159,0,
S93-A63, P1 H9,Unknown,1,Gata2,Test,20.1539187305412,0,Fail,0.0203271675735251,999,79.4138836997398,0,
S93-A62, P1 H9,Unknown,1,Ebf1,Test,26.7201160234383,0,Fail,0.0203271675735251,999,999,0,
S93-A61, P1 H9,Unknown,1,Cd48,Test,18.5699806793159,1,Pass,0.0203271675735251,81.6025480389963,999,1,
S93-A72, P1 H9,Unknown,1,Pbx1,Test,15.6423827167921,0,Fail,0.0203271675735251,999,999,0,
S93-A71, P1 H9,Unknown,1,Zfpm1,Test,18.2814054958251,0,Fail,0.0203271675735251,999,80.0621705045007,0,
S93-A70, P1 H9,Unknown,1,Tcf7,Test,23.8392322970207,0,Fail,0.0203271675735251,999,999,0,
S93-A69, P1 H9,Unknown,1,Notch1,Test,15.8308843685294,0,Pass,0.0203271675735251,83.8401079132367,74.833123564067,0.737929835102444,
S93-A68, P1 H9,Unknown,1,Lyl1,Test,15.2450165710812,1,Pass,0.0203271675735251,87.3395013673635,999,1,
S93-A67, P1 H9,Unknown,1,Ezh1,Test,15.7213171517294,1,Pass,0.0203271675735251,80.2555072034452,999,1,
S93-A78, P1 H9,Unknown,1,CDK4,Test,12.4478071671803,1,Pass,0.0203271675735251,82.7385450997656,999,1,
S93-A77, P1 H9,Unknown,1,Tcfe2a,Test,13.0104272823745,1,Pass,0.0203271675735251,84.0161076776667,999,1,
S93-A76, P1 H9,Unknown,1,Mpl,Test,16.7216554335576,0,Fail,0.0203271675735251,999,80.8276716322692,0,
S93-A75, P1 H9,Unknown,1,Gfi1b,Test,999,0,Fail,0.0203271675735251,999,999,0,
S93-A74, P1 H9,Unknown,1,Egr1,Test,18.0478403848292,1,Pass,0.0203271675735251,81.2661594008273,999,1,
S93-A73, P1 H9,Unknown,1,Cdkn1a,Test,999,0,Fail,0.0203271675735251,999,999,0,
S93-A84, P1 H9,Unknown,1,pbx3,Test,27.3192955497158,0,Fail,0.0203271675735251,999,999,0,
S93-A83, P1 H9,Unknown,1,Cebpb,Test,16.3366683135587,1,Pass,0.0203271675735251,87.9469826763203,999,1,
S93-A82, P1 H9,Unknown,1,TEK,Test,999,0,Fail,0.0203271675735251,999,999,0,
S93-A81, P1 H9,Unknown,1,Prdm5,Test,25.0196631800476,0,Fail,0.0203271675735251,999,999,0,
S93-A80, P1 H9,Unknown,1,Mdm2,Test,15.7947765921928,1,Pass,0.0203271675735251,79.6082611928248,999,1,
S93-A79, P1 H9,Unknown,1,GMNN,Test,14.3311100100311,1,Pass,0.0203271675735251,80.1023088324163,999,1,
S93-A90, P1 H9,Unknown,1,CDK6,Test,12.8746987589544,1,Pass,0.0203271675735251,80.6219365117869,999,1,
S93-A89, P1 H9,Unknown,1,Trp53,Test,14.1300057672692,1,Pass,0.0203271675735251,83.220923641273,999,1,
S93-A88, P1 H9,Unknown,1,Myb,Test,11.0629762007127,1,Pass,0.0203271675735251,82.0276261298719,999,1,
S93-A87, P1 H9,Unknown,1,Hlf,Test,16.057285737514,1,Pass,0.0203271675735251,80.9849040298158,999,1,
S93-A86, P1 H9,Unknown,1,Ezh2,Test,14.1743400019636,1,Pass,0.0203271675735251,77.0208396370512,999,1,
S93-A85, P1 H9,Unknown,1,Cdkn1b,Test,17.7860518467037,1,Pass,0.0203271675735251,82.3390807380987,999,1,
S93-A96, P1 H9,Unknown,1,Runx1t1,Test,20.500430608144,1,Pass,0.0203271675735251,81.0522850514605,999,1,
S93-A95, P1 H9,Unknown,1,Erg,Test,17.2935311852749,1,Pass,0.0203271675735251,85.2721067969617,999,1,
S93-A94, P1 H9,Unknown,1,Tgm2,Test,999,0,Fail,0.0203271675735251,999,999,0,
S93-A93, P1 H9,Unknown,1,Prmt2,Test,999,0,Fail,0.0203271675735251,999,999,0,
S93-A92, P1 H9,Unknown,1,mettl7a1,Test,999,0,Fail,0.0203271675735251,999,999,0,
S93-A91, P1 H9,Unknown,1,Hk3,Test,13.4794574924046,1,Pass,0.0203271675735251,83.9003855474174,999,1,
S03-A01, P1 A3,Unknown,1,Actb,Test,7.92065399358075,1,Pass,0.0203271675735251,83.3489870243129,999,1,
S03-A02, P1 A3,Unknown,1,Cdkn2d,Test,20.4103644055159,0,Fail,0.0203271675735251,999,80.5241794560302,0,
S03-A03, P1 A3,Unknown,1,Fgd5,Test,999,0,Fail,0.0203271675735251,999,999,0,
S03-A04, P1 A3,Unknown,1,Hoxb5,Test,28.4378788773076,0,Fail,0.0203271675735251,999,999,0,
S03-A05, P1 A3,Unknown,1,Myc,Test,9.79078275303596,1,Pass,0.0203271675735251,83.4186784301899,999,1,
S03-A06, P1 A3,Unknown,1,vwf,Test,15.307611924492,0,Pass,0.0203271675735251,86.5260242503432,79.0143870674497,0.336848905287596,
S03-A07, P1 A3,Unknown,1,Cdt1,Test,13.0602042129877,1,Pass,0.0203271675735251,81.0712321741517,999,1,
S03-A08, P1 A3,Unknown,1,Ikzf1,Test,10.5831783698784,1,Pass,0.0203271675735251,82.5863023145978,999,1,
S03-A09, P1 A3,Unknown,1,Mitf,Test,999,0,Fail,0.0203271675735251,999,999,0,
S03-A10, P1 A3,Unknown,1,Rbl1,Test,11.6995549875912,1,Pass,0.0203271675735251,80.0041917982328,999,1,
S03-A11, P1 A3,Unknown,1,Trib2,Test,11.9984910840966,1,Pass,0.0203271675735251,80.7275613245252,999,1,
S03-A12, P1 A3,Unknown,1,Fli1,Test,18.6881403346307,0,Fail,0.0203271675735251,999,81.6741701875236,0,
S03-A13, P1 A3,Unknown,1,Ccnd1,Test,999,0,Fail,0.0203271675735251,999,999,0,
S03-A14, P1 A3,Unknown,1,Cebpa,Test,16.9692605774426,1,Fail,0.0203271675735251,77.5281649754711,999,1,
S03-A15, P1 A3,Unknown,1,Flt3,Test,23.3049828629414,0,Fail,0.0203271675735251,999,999,0,
S03-A16, P1 A3,Unknown,1,Il7r,Test,17.6003322994052,0,Fail,0.0203271675735251,999,78.8052314911985,0,
S03-A17, P1 A3,Unknown,1,Nfil3,Test,14.6025809007426,0,Fail,0.0203271675735251,999,74.7123603894243,0,
S03-A18, P1 A3,Unknown,1,Cbfa2t3,Test,13.4483698589876,1,Pass,0.0203271675735251,87.0100210255351,999,1,
S03-A19, P1 A3,Unknown,1,Cebpe,Test,17.6065635202176,0,Fail,0.0203271675735251,999,81.9804343168257,0,
S03-A20, P1 A3,Unknown,1,IKZF2,Test,999,0,Fail,0.0203271675735251,999,999,0,
S03-A21, P1 A3,Unknown,1,Mllt3,Test,11.2291663567177,1,Pass,0.0203271675735251,82.7935814035617,999,1,
S03-A22, P1 A3,Unknown,1,Rbl2,Test,13.3523212994233,1,Pass,0.0203271675735251,80.8602778032248,999,1,
S03-A23, P1 A3,Unknown,1,trib3,Test,999,0,Fail,0.0203271675735251,999,999,0,
S03-A24, P1 A3,Unknown,1,Gfi1,Test,999,0,Fail,0.0203271675735251,999,999,0,
S03-A25, P1 A3,Unknown,1,Ccnd2,Test,11.4147598399379,1,Pass,0.0203271675735251,85.090085283613,999,1,
S03-A26, P1 A3,Unknown,1,Csf2rb,Test,15.8757266585809,0,Fail,0.0203271675735251,999,77.6862711546886,0,
S03-A27, P1 A3,Unknown,1,Fos,Test,999,0,Fail,0.0203271675735251,999,999,0,
S03-A28, P1 A3,Unknown,1,Jun,Test,15.4193101003329,0,Fail,0.0203271675735251,999,999,0,
S03-A29, P1 A3,Unknown,1,Rb1,Test,13.3604482090328,1,Pass,0.0203271675735251,81.0827883984211,999,1,
S03-A30, P1 A3,Unknown,1,cbx6,Test,14.9836072251389,1,Pass,0.0203271675735251,84.0491790609551,999,1,
S03-A31, P1 A3,Unknown,1,Csf1r,Test,18.8791537348222,0,Fail,0.0203271675735251,999,85.9016844408201,0,
S03-A32, P1 A3,Unknown,1,Itga2b,Test,15.2375242266589,0,Fail,0.0203271675735251,999,79.1799864498725,0,
S03-A33, P1 A3,Unknown,1,ndn,Test,999,0,Fail,0.0203271675735251,999,999,0,
S03-A34, P1 A3,Unknown,1,Runx1,Test,12.5662226841971,0,Pass,0.0203271675735251,84.5843108531948,74.8208073175518,0.786571344427846,
S03-A35, P1 A3,Unknown,1,zbtb20,Test,999,0,Fail,0.0203271675735251,999,999,0,
